Name,Brand,Price,Discount,Image_Link,Rating,Number of Ratings,Reviews,Current Views,Description
Kate High Waist Skinny Jeans,Kate High Waist Skinny Jeans,$131.20,60%,https://n.nordstrommedia.com/id/sr3/7b441cbb-2192-44a2-bbc2-f9bb23d6ad52.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,5.0 out of 5,(2),"[['Super Cute!', 'Love these! But I had to size up. I originally purchased my usual size in VB (size 27) but they were too tight. I sized up to 28. They are definitely skinny fit. The snaps are such a great touch and actually work (they are not just for design). Highly recommend.', '80'], ['with a twist', 'Love it. Makes it a little different with gold buttons at the bottom', '80']]",13 people are viewing,"Cut long and lean and studded with snaps, these stretch cotton-blend jeans in a fresh white hue offer the perfect balance of casual comfort and polished style."
Good Legs High Waist Raw Edge Ankle Skinny Jeans,Good Legs High Waist Raw Edge Ankle Skinny Jeans,$99.00,,https://n.nordstrommedia.com/id/sr3/12e30cee-c33d-4c44-bf72-7dc8d6f2e3cb.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.5 out of 5,(2),"[['Perfect For Petite but Curvy Girls', ""I'm 5'3, 115 lb, and typically a size 4 or a 25 in jeans. In Good Americans I am sometimes a size 0 or 2 as some colors and washes run extra big- the size 2 was perfect. The length was spot on for me, the rips hit right at the knee, fit like a glove without feeling tight and most importantly NO WAIST GAP! The dark blue is a great wash too because it complements many outfits. Overall 10/10."", '80'], ['To small , will return', 'It’s stated when I order that they’re running large, so I ordered my normal size and they’re still too tight', '32']]",17 people are viewing,"Edgy ripped knees set the tone for these perfectly distressed skinnies styled with a high waist and raw, cropped hems."
Ab-Solution Raw Hem Skinny Jeans,Ab-Solution Raw Hem Skinny Jeans,$68.00,,https://n.nordstrommedia.com/id/sr3/01615d76-4bc4-4afe-831e-27f02180b20d.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.5 out of 5,(40),"[['Love, good fit!', 'Great fitting jeans. I love all wit & wisdom. These do not disappoint.', '80'], ['Great fit, super comfy', ""These jeans are great! It's been hard to find a petite ankle jean latley that's mid rise versus high rise. I have a super short torso and so any high rise pant is just uncomfortable. These however, sit perfectly on my hips / waist and are very comfortable! I love the stretch and the petite length is great. Will definitely buy again if they come out with other washes."", '80'], ['Great Jeans', 'These jeans fit well. They are super comfy. Love this brand. They look great i I highly recommend!', '80'], ['easy update to your wardrobe', ""I live these Jean's. Just what I was looking for to give an easy update to my wardrobe. I found them to be a bit tighter than I expected, but the stretch is a blessing :)"", '80'], ['Great Jeans!', 'Perfect length and love the wash. I purchased a size down and they fit perfect. Generally when you buy a larger size narrowness of the leg gets too large, causing them to no longer be skinny jeans. Not with this pair. I highly recommend. Great jean at a great price.', '80']]",35 people are viewing,"Cut with trendy raw hems, these jeans are made from supersoft Ab-Solution stretch denim that shapes, smoothes and lifts in all the right places."
Ripped Skinny Jeans,Ripped Skinny Jeans,$65.00,,https://n.nordstrommedia.com/id/sr3/39ee439d-a182-4c19-a04d-134345a6123a.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.2 out of 5,(6),"[['Sir', 'I had a great curb side experience.', '80'], ['Get a size up', 'After trying on a couple 36 waist was my size. I like the overall fit but still baffled about becoming a size 36 from 32', '80'], ['GREAT FIT', 'slim fit. very flexible. perfect fit.', '80'], ['changed design', 'I bought these jeans last year around summer and got them in a 34x32 and they fit perfectly (a little long but free alterations of course) but i went to buy another pair and i had to go up a size (which was fine) but to learn that the knee slits were basically at my shins. had to return.', '32'], ['Stylish', 'Such a good stylish type of jean. Dust gets easily collected tho... but other than that feels very comfortable', '64']]",18 people are viewing,Ripped knees and paneled legs keep the details contemporary in jeans cut in a skinny fit from inky-black stretch denim.
10-Hour Roadtripper Jeans,10-Hour Roadtripper Jeans,$75.00,,https://n.nordstrommedia.com/id/sr3/d34c1f15-19eb-4712-b12f-ecff907fa7fe.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.0 out of 5,(2),"[['perfect everyday jean', 'These are true to size and just an all around comfortable style and fit. I’d buy these in an color any day.', '80'], ['a swing and a miss', ""I was REALLY hoping these were going to be similar fit to my other pair of roadtripper jeans that I bought last year just in a different wash. unfortunately they are not the same material and quite frankly they aren't very comfortable compared to most Madewell jeans. slightly bummed. great color however and they do LOOK nice on, just didn't hit the mark for me."", '48']]",11 people are viewing,"Lightweight and just stretchy enough, these timeless high-rise skinny jeans are made of a soft-to-the-touch denim that really lets you breathe."
Connie Fab Ab High Waist Ankle Skinny Jeans,Connie Fab Ab High Waist Ankle Skinny Jeans,$89.00,,https://n.nordstrommedia.com/id/sr3/ccee4b12-2b56-450b-abb2-b797ce565a21.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.4 out of 5,(14),"[['best jeans', 'They are amazing and fit great! Love the seam on the outside of the leg. The color is great too. Will be ordering more! Size down, I usually wear and 10 and bought a 8, honestly that’s a awesome feeling for jeans. Usually it’s the opposite.', '80'], ['Flattering and comfortable every day pair of jeans', 'These are very flattering. Does give some tummy flattening. Recommend purchasing them snug because they will stretch a bit (like most denim).', '80'], ['Skinny Jeans for Large Calves', 'Love the high waist style and that these skinny jeans fit accommodate my large calves.', '64'], ['Soft and nice fit', 'These Kut from the Cloth jeans are very nice, especially at the price. I like the fit, many skinny jeans aren’t fitted enough In the calf.', '64'], ['Flattering jeans', 'It flattens the tummy. Good for mommys. Only thing is that it is just so slightly loose at the waist which can be fixed with a belt. I bought a size 2.', '64']]",7 people are viewing,"Designed with a front pocket technique that's flattening, slenderizing and comfortable, these whiskered skinny jeans are the ones you'll reach for on repeat."
Ellie Ripped High Waist Ankle Skinny Jeans,Ellie Ripped High Waist Ankle Skinny Jeans,$59.00,,https://n.nordstrommedia.com/id/sr3/bace5e26-cbbd-4ed0-8c27-1ed311ef4925.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],4 people are viewing,"A faded and whiskered wash, ripped patches and cutoff hems add lived-in style to these stretch cotton-blend skinny jeans."
Ellie High Waist Skinny Jeans,Ellie High Waist Skinny Jeans,$39.00,,https://n.nordstrommedia.com/id/sr3/91069399-d7f5-4800-a603-49f36a40d326.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],4 people are viewing,A supersleek fit and inky black wash gives these stretch skinnies a bit of polish.
Cate Skinny Jeans,Cate Skinny Jeans,$195.00,,https://n.nordstrommedia.com/id/sr3/d76573d0-596e-4e1c-889f-3e7d86f290df.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.5 out of 5,(17),"[['Fabulous jeans', 'These jeans are the most comfortable jeans I have ever owned. they fit great and they run true to size. I would recommend these jeans and I will buy them again!', '80'], [""Cate 'Baxhill' skinny, size 28"", 'These jeans bunched awkwardly in the crotch area. So unfortunate because they fit beautifully everywhere else. :(', '32'], ['Comfortable jeans!', 'The wash on these jeans are great and I love the stretch fabric. This is my first pair of Rag & Bone jeans and they definitely run big.', '64'], ['order 1 size down for sure', 'I LOvE these jeans. They fee like a jegging but look like a jean. They are really flattering and love the wash. The wash looks better in person. I ordered one size down and still comfortable. I am not one of these people that like super tight jeans. Good purchase!', '80'], ['love this brand!', 'I love Rag & Bone, and these jeans are no exception. They are comfortable but form fitting and flattering. Fit is true to size to slightly big. I am usually a size 28 (6) but have a few pounds to lose right now so I am closer to an 8. The reviews I read said these run big, so I bought my normal 28. They fit perfectly. If you do not have weight to lose, however, you may need to size down from your normal size. I love them and would definitely recommend! ❤️', '80']]",2 people are viewing,Golden topstitching that pops against the flattering faded wash sets these skinnies apart from the rest of the jeans on the scene.
Butter Ankle Skinny Jeans,Butter Ankle Skinny Jeans,$23.40,40%,https://n.nordstrommedia.com/id/sr3/5f9b5a06-dbcf-4946-a510-66dfd27b2ecb.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.4 out of 5,(5),"[['fits', 'Perfect fits & very comfortable. Highly recommended & got a lots of compliments.', '80'], ['Soft Denim', 'Great stretchy soft denim jean! Material moves with you and offers plenty of comfort. Fits a little bit big since the fabric is forgiving.', '80'], ['perfect fit', 'Super soft and comfortable. These jeans fit perfect!', '80'], ['Runs large, not comfortable!', 'Did not like the feel of the pants. It was very hot and uncomfortable, pants did run a little large.', '16'], ['terrible fabric', 'description is not accurate. feels like wearing a piece of elastic. color is great but material is too stretchy', '16']]",9 people are viewing,Subtle fading adds a hint of lived-in appeal to ankle-grazing skinny jeans cut from comfy stretch denim.
NY Thigh Rip Raw Hem Straight Leg Jeans,NY Thigh Rip Raw Hem Straight Leg Jeans,$40.00,50%,https://n.nordstrommedia.com/id/sr3/0c4a768b-ff7e-48d4-ac46-ca17f86aeff2.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.0 out of 5,(12),"[['great for a lankier body type!', 'These jeans didn’t get amazing views so I was scared to drop my $ on them but they are super cute on my body type! I’m 5’5 and I personally like the cropped jean look. Very great quality and the perfect high rise. Only complaint is the one hole does look a bit awkward where it is. I wish there was another rip somewhere on like the knee on the other side, but other than that I love it!', '64'], ['love the fray', 'My waist is 25-26 im 126lbs 5’3, i bought the 28 because everyone said to size up as they are small. I can see they run a little smaller as im usually a 26 (and these fit like a 26) but i still have like 1-2in gap in the waist. Hips and legs fit me so well! Roomy enough and i LOVE HOW THEY FRAY after i washed them! They did shrink a teeny bit, as they are all cotton. But this was a great deal & sizing wasnt too off!', '64'], ['Bad', 'too small. not stretchy. will be returning', '16'], ['Not the Jeans I was Expecting', 'I’m glad I read the previous reviews and sized up. I’m typically a size 27 and bought the 30. This is my first kind of slightly high waisted pair of jeans - and I’m not sure I’m feeling it, really. It is also very slim on the hip area. The leg opening is a bit awkward - it doesn’t sit well if you’re wearing high top sneakers when I first wore them (as pictured on model as well). Will it be my go to? Probably not.', '48'], ['Way too short!!', ""I am 5'10 and have never had a problem with jeans being too short. I always buy regular jeans and the length is just fine, but these jeans are SO short!! They cut off around my midcalf. These jeans are super cute and fit great otherwise, but I will unfortunately be returning because I look like I am trying to wear children's pants with them on. Topshop, please make these jeans with the tall girls in mind next time!! At the very least, offer different lengths!"", '32']]",16 people are viewing,A dusky wash and a savage slash add rock 'n' roll cred to these straight-leg jeans finished with raw-edge cuffs.
Ripped High Rise Straight Leg Crop Raw Hem Jeans,Ripped High Rise Straight Leg Crop Raw Hem Jeans,$98.00,,https://n.nordstrommedia.com/id/sr3/193c3871-b333-472d-a38a-e5f0748ec464.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.5 out of 5,(31),"[['love these!', 'I love these jeans with a sneaker or even dressed up with heels. I’m petite and have a hard time finding jeans that fit well but these are both comfortable and look great. No gap on the waist!', '80'], ['fit perfectly', 'Love these! Length is perfect with heels. (I’m 5’4) Very comfortable because of the little stretch to them. (They aren’t stiff) I’m a size 29 in Levi’s and the 29 fit true to size. I have a small waist and usually need a belt with them but with these I can get away without having a belt.', '80'], ['The best jeans!', ""These are cutest, most comfortable stylish jeans I own! they are a little bit stretchy which allows for a comfortable fit. I am 5'2 and these are just a little cropped on me which I love. They go with everything and the high waist makes them perfect for crop tops or tucking in full-length tops. I love these jeans and wear them all the time! A must have."", '80'], ['Cute black jeans for warmer weather', 'I wear black jeans year round and these were exactly what I was looking for. The cropped leg will make them more spring/summer appropriate. The fit is similar to other high waist Levis that I own.', '64'], ['Levi ripped high rise straight leg', 'Definitely very stretchy, love that the are high waisted. I am usually a 29-30 depending on the brand. I bought a 30 but could’ve definitely sized down since I know these will stretch.', '64']]",12 people are viewing,"Beloved black jeans get dashed with destruction, from the ripped knee to the slashed hem, and the end result delivers some drama for denim days and nights."
Transcend - Lennox Slim Fit Jeans,Transcend - Lennox Slim Fit Jeans,$99.50,50%,https://n.nordstrommedia.com/id/sr3/e9737c84-c956-4a05-984f-a22a098d5ea5.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,5.0 out of 5,(1),"[[""Wouldn't change a thing"", 'Would give them 6 stars if I could. So comfortable. Stretchy, soft, nice quality. I think I own 7 pairs of Paige jeans now because they are that comfortable.', '80']]",11 people are viewing,"The slim-cut Lennox is made crafted from rayon-dominant TRANSCEND denim, giving the style undeniable softness and shape retention for everyday wear."
Cyrus Ripped High Waist Ankle Jeans,Cyrus Ripped High Waist Ankle Jeans,$31.20,60%,https://n.nordstrommedia.com/id/sr3/f2f9aa5d-168a-4ef3-98fc-f52327d178b2.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.1 out of 5,(61),"[['absolutely huge', 'I ordered these size 25 and they’re so large they’re falling off. i love the way these look and i’m so devastated they don’t fit. I would order the size 24 but these are so incredibly large i’m not sure one size smaller would do any good. I really wish these fit!', '16'], ['cool for summer', 'Fun shredded jeans. Nice change for summer.', '64'], ['fun for summer', 'Actually like the shredded knees. A little cooler for summer. Although it could use some stretch. Waist is a little loose.', '64'], ['love the pants', 'It says to order a size down because they “run large” which is true, however, for others with muscular/bigger/healthier thighs (like me) I will say, order your regular size. I was hoping these would fit a little loosely and they do but when I sit down the ripped parts feel a little to tight and I’m not so comfortable in them. I had to order again! Otherwise, I think they’re great!', '64'], ['Tight fitted', 'I am normally a size 27 but I sized down like i said and my jeans were WAY too tight in the thighs and calves. They fit like a skinny jean and are not flattering and they did not fit high wasted nor cropped. Will be returning.', '16']]",14 people are viewing,"Torn to shreds and ready for the weekend, these nonstretch-denim jeans are the perfect companion to concerts and music festivals."
Pierce High Waist Straight Leg Ankle Jeans,Pierce High Waist Straight Leg Ankle Jeans,$35.20,60%,https://n.nordstrommedia.com/id/sr3/cd9fa5a9-baba-4487-8b49-e44ef744f4e8.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,5.0 out of 5,(3),"[['Must buy', 'I am a really picky person when it comes to jeans and how they fit so naturally I was skeptical about ordering jeans online. They have a stretchy fabric that helps shape them to your body perfectly without looking cheap. You won’t regret purchasing these jeans!!', '80'], ['LOVE THE STRETCH AND STYLE!', 'I love the stretch and color of these jeans. I sized down a size. They hit me like on the model slightly above the ankle. You can easily cuff them and they look cute that way, too. Great price and great quality jeans!!! Grab them;)', '80'], ['These are amazing for short people.', 'These jeans are super stretchy and the softest material but thick and not like leggings. I’m 5’4” and they hit at my ankle. If you’re taller than 5’4” I think they would be too short. They are so comfortable I could sleep in them but they still hold you in and make everything look nice (if that makes any sense). The wash is an updated acid wash, perfect for summer. I kinda sized down but I’m not sure it matters that much as they’re so stretchy.', '80']]",4 people are viewing,An acid wash lets you kick back old school-style in these high-waist stretch-denim jeans with clean straight legs that hit right above the ankle.
Roxanne Ankle Straight Leg Jeans,Roxanne Ankle Straight Leg Jeans,$99.00,,https://n.nordstrommedia.com/id/sr3/498048cc-0b66-475a-8c2a-2ae294e53b30.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.6 out of 5,(34),"[['Great jeans!', 'These jeans are great. The are ankle length and have a cute frayed bottom. Can be worn casually for daytime or dressed up for nighttime with flats ore wedges.', '80'], ['Disappointed I didn’t like them', 'Purchased size 25 and fit was good except that the legs were narrower than they look on the model. Also, more stretch than I wanted. Returned.', '48'], ['Great jeans to have for spring and summer', 'I love these jeans. I am 5’2, and these jeans would be perfect if the legs are 1/2” shorter, though that’s a problem I generally have, unless a particular brand offers petite sizes. They are very easy to wear and look great.', '64'], ['Almost see through', 'Love the frayed seam at the ankle but unfortunately that’s it. Although the jeans are very light, the opacity did not feel sufficient.', '48'], ['lo-rise, not mid-rise', 'These jeans are much shorter in the inseam than stated. They are also very much low rise. I returned. I love 7’s jeans but these are not as described.', '48']]",4 people are viewing,"Frayed, ankle-cropped hems add the perfect amount of laid-back cool to straight-leg jeans in a versatile and sophisticated white wash."
Ripped Dad Jeans,Ripped Dad Jeans,$60.00–$80.00,,https://n.nordstrommedia.com/id/sr3/0e617979-01b5-4581-8e0b-f29165d805c3.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.4 out of 5,(44),"[['love these jeans', 'Love these jeans! They’re on trend right now, they look great with bodysuits, crop tops or a baggy shirt. With sandals, flats, or heels. They run on the bigger side which I don’t mind. I purchased the smallest size they had which was the 25 but I’m usually a 24. I’m 5’1 and the length is perfect on me.', '80'], ['Love these. Slouchy and cute.', 'Love these. I’m 5’10” and usually wear a 28 or 29 in most jeans, so I got the 30 based on the size chart. They’re a little short on my legs, but I like ‘em that way. They’re pretty roomy, but nothing a belt or a small alteration at the waist can’t fix, plus I think the 28 would’ve been too tight on me. They’re super slouchy, which I love, sturdy without being stiff, and still hug your butt nicely. Easily my new favorite jeans.', '64'], ['Perfect Relaxed Jean', 'Love these! I think they are a great pair of jeans for a rugged, casual look. There is no stretch. I followed the size chart. I usually wear a 28 or 29. Bought the 30 and I do have some room in them. Maybe they’ll shrink when I wash them, but if not, I’m ok with the fit. I’d recommend going with your normal size.', '64'], ['LOVE', 'I absolutely love these jeans and the price is incomparable. I purchased a pair of Pistola jeans for double the price and the feel of these Topshop jeans is a lot more ‘expensive’. They’re super thick and the color is a little bit lighter than pictured (best part). They are true to size.', '80'], ['nice!', 'These jeans are super cute and on trend! I\'m 5\'8"" and 145 lbs with a booty so I ended up going with a 28. They fit my legs but will definitely need to get the waist taken in since it\'s huge on my waist. Don\'t mind since I always need to do that with this kind of fiber content. I recommend!', '64']]",26 people are viewing,Keep it casual-cool in these slouchy nonstretch jeans designed in a faded wash with strategic knee rips.
Wedgie High Waist Raw Hem Crop Straight Leg Jeans,Wedgie High Waist Raw Hem Crop Straight Leg Jeans,$44.10,55%,https://n.nordstrommedia.com/id/sr3/b7ac952f-f8a2-4dbe-a017-cd6a656b8899.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.0 out of 5,(37),"[['staple', 'already had the blue light wash in these and I needed a white pair. this cut is super flattering! for reference I’m 5’6 123lbs and got a size 26 for a more comfortable fit on the waist. the 25 was more snug and I felt like I couldn’t breathe when I sat down, it does stretch a little bit but goes back after washing. Depends on your preference but overall it’s true to size.', '80'], ['Love them !', 'I was nervous ordering these jeans after reading reviews they are small. I’m 5ft and about 105lbs and I ordered a size 25 and they fit perfect. They aren’t too tight or too lose. They are cute enough to dress up and go out or wear to work. They are a little long but I’m very short. So I’ll get them tailored eventually.', '80'], ['Not easy to find forgiving white jeans', 'But I found them! This style is very flattering and the denim is thick enough to cover all that which white jeans do not conceal. High waisted but not uncomfortable.', '80'], ['order one or two sides up', 'I love the fit of the pants as they snug my lower body great! but like most reviews on here, I had to return my original size and order two sizes up for a more comfortable fit!', '64'], ['Size up one', ""Great fit, 100% would size up one. Normally a 28, bought a 29 and was the perfect fit. Im 5'9'' and wasn't too cropped/ looked like I was wearing children's pants"", '80']]",18 people are viewing,"Inspired by vintage Levi's, these high-rise jeans hug the waist and taper to the frayed hems to showcase your curves to greatest effect."
Bleach Rip Straight Leg Jeans,Bleach Rip Straight Leg Jeans,$47.50,50%,https://n.nordstrommedia.com/id/sr3/5045aa8e-20f6-4b9a-ae87-c0cac850a5c8.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.6 out of 5,(14),"[['So so cute', 'Soooo cute. They are true to size and the rips have patches which are really nice so they won’t rip even more. Perfect length and I love how they flare out on the bottoms!', '80'], ['Cute and Comfortable', ""I find myself making excuses just to wear these jeans - they are THAT comfortable and cute! I am 5'3 and typically a size 27, so the size 28 that they say runs like a 27 was perfect. So if you are a 27, I'd recommend getting the 28 and they'll fit with even a little room to give."", '80'], ['too small', 'Order 2 sizes up! I had to order twice from my original size to get the right fit. Beautiful pair of pants though esp for the sale price, order one!', '64'], ['No holes?', ""Like what the other reviews said, it's definitely short for what I normally look for. I'm 5'3 and ordered size 25. The material is very comfortable but a little heavy. I thought there was going to be holes that showed skin but they're patched up with a darker shade of denim for some reason? It feels weird around the knees especially. I usually wear a size 24 and 25 is a little big."", '48'], ['Runs small', 'The material of these jeans is high quality and sturdy, however, there is no stretch and I find that this runs at least one size small on me (two sizes if I want a less fitted look). I have an hourglass shape and found these way too tight in the hips/thighs. I like the high waist but agree with another reviewer that the length is kind of awkward and cuts off at a weird point.', '48']]",16 people are viewing,Edgy distressing sets these nonstretch high-waist jeans apart.
Jamie High Waist Skinny Jeans,Jamie High Waist Skinny Jeans,$34.99,50%,https://n.nordstrommedia.com/id/sr3/7960de85-d7bd-40ae-8b7e-588e2688a7ec.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.0 out of 5,(22),"[['cute pants but..', 'These pants fit well and felt comfortable. The jean material is thin so you can see the outline of the pockets and had to return it.', '48'], ['Not for me.', 'Runs small and material is thin. You could see the pocket lining on the front.', '16'], ['Great Jeans', 'Great fit and quality. Awesome deal for the sale price. I ordered my normal size (28x32) and they fit perfectly. That is my usual size for Topshop jeans. For reference I am 5’5, 140 pounds, and a typical size 6.', '80'], ['Runs small', 'The style and color were spot on, but the sizing was way off. This jean runs small (about 2 sizes too small).', '32'], ['love it', 'True size and great fit', '80']]",25 people are viewing,Sleek stretch skinnies in fresh white feel perfect for the warmer months ahead.
10-Inch High Rise Skinny Jeans,10-Inch High Rise Skinny Jeans,$128.00,,https://n.nordstrommedia.com/id/sr3/170c6f03-6827-4ac5-ade3-8f940087e72b.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.4 out of 5,(198),"[['BEST jeans for postpartum', 'These high waisted jeans suck you in right where you need it post partum. They are still really comfortable but give the support you need in the low tummy. Absolutely love them and wear them all the time. Making me feel like myself again! For reference I was 130lbs pre-pregnancy and size 27 in madewell, now I’m at 150 pounds- size 29 fit perfectly. I bought the 28 too because I loved them so much and wanted to have them for as I lose the baby weight. Also I’m 5’4” and length is perfect.', '80'], ['Fit is great', 'Madewell jeans are my absolute favorite. They fit SO well. The only downside is they are a tad bit short if you’re tall. I’m 5’11” and these are more like crops on me. I’m alright with that style but if you’re tall, keep that in mind.', '64'], ['Stretches out', 'I hate these jeans. Wish I would have returned them before I washed them. They stretch out so easily and make weird swishing noises when I walk. They are thick and uncomfortable. They seemed good when I first tried them on, but went downhill fast during my first wear. Madewell quality has gone down, in my opinion.', '32'], ['Great jeans', 'Absolutely size down as other reviewers mentioned. I almost didn’t but so glad I did! The jeans fit so beautifully on and are so flattering on the backside. The only reason I gave 4 stars instead of 5 is because during the day it seemed like I needed a belt and the fit wasn’t the same—but still great jeans!', '64'], ['I am in love', 'Love these jeans!! Can’t wait to wear them', '80']]",9 people are viewing,"Crafted from luxuriously soft stretch denim in a deep indigo wash, these high-rise jeans are touched up with crisp shadow creases and fading along the thighs."
Rainier Skinny Fit Jeans,Rainier Skinny Fit Jeans,$35.00,50%,https://n.nordstrommedia.com/id/sr3/4224c674-7b35-479c-a307-c28f60fb62b9.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,5.0 out of 5,(4),"[['great fit', 'I know TM runs small, so I sized up to a 32 from a 30/31, and they fit great. Not too snug around the thighs, but I’m also pretty slim, so I’d keep your proportions in mind.', '80'], ['Beautiful fit', 'beautiful fit for my VERY hard to fit son. He is over 6 feet tall and thin. Spend the extra money and get these. Remember they have buttons, not a zipper.', '80'], ['Perfect fit!', 'I always buy my husband his pants or jeans and topman really comes through every time. This fit was perfect. He is 5’9 and slight and I bought the stretchy skinny in a 30 by 30 and they are a perfect fit.', '80'], ['Gabrieljosue', 'I like this jeans, but I don’t like w/bottoms, when I order don’t specify , now I have to return.', '80']]",17 people are viewing,A faded and whiskered finish adds plenty of lived-in appeal to these stretch-denim skinny jeans.
Raw Hem Crop Straight Leg Jeans,Raw Hem Crop Straight Leg Jeans,$75.00,,https://n.nordstrommedia.com/id/sr3/77c60fc5-73a4-44e9-8d9a-a73905d3ae6f.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.6 out of 5,(62),"[['CUTEST JEANS', ""Love these straight jeans! Was intimidated at first not knowing how they'd look on my body type (curvy) but they look so flattering! Most importantly they are so comfortable! Forget Skinny jeans!"", '64'], ['Flattering and fits very well', 'I\'ve been looking for straight leg jeans for several weeks, and these fit so well and are flattering. I\'m 112 lbs / 5\'1"", got size 25, and these fit with no waist gap. The denim is thicker, which looks more clean because it doesn\'t wrinkle or stretch out. It goes above my belly button which is higher than my other high rise jeans, but I don\'t mind. Also, it hits me just above my ankles since my legs are shorter. These jeans look great with crop or front-tucked shirts, and I love them.', '80'], ['Way too short!', 'I’m 5’8 size 25 and these looked like i was wearing Capri shorts. I wanted to love them. :(', '16'], ['LOVE', 'I love these jeans. Skeptical at first; little slim, tight fit. I’m 5’3 around 125-130..?? Slim/ long torso, thick thighs and booty. Figured I’d keep them and wear them in, due to quality of Jean material. Had them for two weeks now and they molded to my body. Favorite pair of summer jeans... breathable for outdoor temp and warm enough for the a/c inside. Florida girl. If you want a more loose fit size up (:', '80'], ['I wish I wore them more than I do', 'I love how these jeans look (before I sit down). They are very constricting in the waist but fine in the legs so I strategically wear these when I am not planning on eating or sitting (some outfits are not sitting outfits ya know..?) when I sit down they crease in the crotch highlighting an area I wish it didn’t. I would maybe size up if you were going to try them. The wash is great and the hem looks awesome so if you can get them to fit more comfortably I would go for it.', '48']]",17 people are viewing,Trendy light-wash jeans with a flattering high waist are cut with raw cropped cuffs that gain more edgy fraying over time.
Wedgie High Waist Crop Straight Leg Jeans,Wedgie High Waist Crop Straight Leg Jeans,$98.00,,https://n.nordstrommedia.com/id/sr3/c9575718-5651-4122-a922-f572831e9710.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.0 out of 5,(49),"[['Perfect for an athletic build', 'All I can say is WOW. I am so impressed with these. I\'m so sick of jeggings being called jeans and these have the old jean stiffness I\'ve been looking for while being so comfortable at the same time. I\'m typically a size 4 in jeans (5\'5"", 135-140lbs, athletic build) and I have finally found a jean that fits my waist and my thighs. Highly recommend these!!!', '80'], ['crinkle butt', 'I ordered four pair of various wedgie styles. All have me serious crinkle butt. All are going back. Cute but obviously not for me. Two stars are for material and attempt to please all kinds of body types.', '32'], ['Perfect Fit', 'I wasn’t sure at age 57 this would be a good purchase but I love them! They are so flattering and comfortable.', '80'], ['Quarantine weigh innn...', 'Needed a new pair of jeans to switch my style up and accommodate a few extra quarantine pounds (I’ve always been slim so I ain’t that mad lol) usually wear a 28 and decided to try the 29 and they a fit great! They are SUCH good quality and make my apple bottom look even cuter than it already is ha! I will say that I could have got the 28 as by days end they did stretch ever so slightly but enough to return, I might try them with a belt next time...love em!', '64'], ['really wanted to like them', 'I’ve tried SO many wedgies and just can’t seem to find the perfect pair! Wasn’t the biggest fan of the color (Jive sound). Will return and continue on my quest.', '48']]",16 people are viewing,"These cropped, high-waist jeans are designed with special construction that lifts the backside and hugs the hips to showcase your curves to greatest effect."
